"Locality","Assemblage","GeoLayer.Name","Country","Locality.Type","X","Y","Technocomplex","Geostrat..Info..age.min","Geostrat..Info..age.max","Geostrat..Info..correlation","Geostrat..Info..mis","NISP.Sum.class.Mammalia","NISP.Sum.order.Rodentia","NISP.Sum.family.Anatidae"
"Panxian Dadong","Panxian Dadong main chamber north wall fauna","Layer V","China","cave",104.15,25.63,"",128000,269000,"OSL (optically stimulated thermoluminescence) dating, stratigraphy","-","","","-"
"Pasimbahan Cave","Early Holocene, Fauna","Early Holocene Levels","Philippines","cave",119.4963375,11.213753,"",8000,10500,"14C (radiocarbon) dating","-","44","-","-"
"Pasimbahan Cave","Early Holocene, micromammals","Early Holocene Levels","Philippines","cave",119.4963375,11.213753,"",8000,10500,"14C (radiocarbon) dating","-","5","5","-"
"Pati Ayam","Pati Ayam, Kedungmojo Fauna","Serie Grossiere (SG)","Indonesia","outcrop",110.9666667,-6.75,"",120000,350000,"magnetostratigraphy","-","","-","-"
"Pati Ayam","Pati Ayam, Sukobubuk Fauna","Agglomérats","Indonesia","outcrop",110.9666667,-6.75,"",12000,120000,"magnetostratigraphy","-","","","-"
"Pavlov I","Pavlov I, fauna","Layer 3","Czech Republic","open air",16.66,48.86,"UP/ Gravettian",24870,27040,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy, geology (based on position of layers)","3","20111","-","-"
"Pavlov I","Pavlov I, micromammals","Layer 3","Czech Republic","open air",16.66,48.86,"UP/ Gravettian",24870,27040,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy, geology (based on position of layers)","3","6833","54","-"
"Pavlov II","Pavlov II Macromammal Fauna","Pavlov II layer 1","Czech Republic","open air",16.66,48.86,"",0,27330,"geology (based on position of layers)","-","547","-","-"
"Pavlov II","Pavlov II Macromammal Fauna","Pavlov II layer 2","Czech Republic","open air",16.66,48.86,"",0,27330,"geology (based on position of layers)","-","547","-","-"
"Pavlov II","Pavlov II Macromammal Fauna","Pavlov II layer 3","Czech Republic","open air",16.66,48.86,"UP/ Gravettian",26880,27330,"14C (radiocarbon) dating","3","547","-","-"
"Pavlov II","Pavlov II Macromammal Fauna","Pavlov II layer 4","Czech Republic","open air",16.66,48.86,"",26880,27330,"geology (based on position of layers)","3","547","-","-"
"Pavlov II","Pavlov II Macromammal Fauna","Pavlov II layer 5","Czech Republic","open air",16.66,48.86,"",26880,27330,"geology (based on position of layers)","3","547","-","-"
"Pavlov II","Pavlov II Macromammal Fauna","Pavlov II layer 6","Czech Republic","open air",16.66,48.86,"",26880,27330,"geology (based on position of layers)","3","547","-","-"
"Pavlov II","Pavlov II Micromammal Fauna","Pavlov II layer 1","Czech Republic","open air",16.66,48.86,"",0,27330,"geology (based on position of layers)","-","53","-","-"
"Pavlov II","Pavlov II Micromammal Fauna","Pavlov II layer 2","Czech Republic","open air",16.66,48.86,"",0,27330,"geology (based on position of layers)","-","53","-","-"
"Pavlov II","Pavlov II Micromammal Fauna","Pavlov II layer 3","Czech Republic","open air",16.66,48.86,"UP/ Gravettian",26880,27330,"14C (radiocarbon) dating","3","53","-","-"
"Pavlov II","Pavlov II Micromammal Fauna","Pavlov II layer 4","Czech Republic","open air",16.66,48.86,"",26880,27330,"geology (based on position of layers)","3","53","-","-"
"Pavlov II","Pavlov II Micromammal Fauna","Pavlov II layer 5","Czech Republic","open air",16.66,48.86,"",26880,27330,"geology (based on position of layers)","3","53","-","-"
"Pavlov II","Pavlov II Micromammal Fauna","Pavlov II layer 6","Czech Republic","open air",16.66,48.86,"",26880,27330,"geology (based on position of layers)","3","53","-","-"
"Payre","Payre unit D large mammals","Unit D1","France","collapsed cave",4.736381,44.731856,"MP/ Middle Paleolithic - Eurasia",115000,178000,"biostratigraphy (small mammal), U series (uranium-thorium) dating, biostratigraphy (large mammal), ESR (electron spin resonance) dating","6-5","1118","13","-"
"Payre","Payre unit D large mammals","Unit D2","France","collapsed cave",4.736381,44.731856,"MP/ Middle Paleolithic - Eurasia",115000,178000,"biostratigraphy (small mammal), U series (uranium-thorium) dating, biostratigraphy (large mammal), ESR (electron spin resonance) dating","6-5","1118","13","-"
"Payre","Payre unit A micro-and malacofauna","Unit A","France","collapsed cave",4.736381,44.731856,"",29000,115000,"biostratigraphy (small mammal)","4-3","87","84","-"
"Payre","Payre unit D micro-and malacofauna","Unit D1","France","collapsed cave",4.736381,44.731856,"MP/ Middle Paleolithic - Eurasia",115000,178000,"biostratigraphy (small mammal), U series (uranium-thorium) dating, biostratigraphy (large mammal), ESR (electron spin resonance) dating","6-5","105","100","-"
"Payre","Payre unit D micro-and malacofauna","Unit D2","France","collapsed cave",4.736381,44.731856,"MP/ Middle Paleolithic - Eurasia",115000,178000,"biostratigraphy (small mammal), U series (uranium-thorium) dating, biostratigraphy (large mammal), ESR (electron spin resonance) dating","6-5","105","100","-"
"Payre","Payre unit D human remains","Unit D1","France","collapsed cave",4.736381,44.731856,"MP/ Middle Paleolithic - Eurasia",115000,178000,"biostratigraphy (small mammal), U series (uranium-thorium) dating, biostratigraphy (large mammal), ESR (electron spin resonance) dating","6-5","-","-","-"
"Payre","Payre unit D human remains","Unit D2","France","collapsed cave",4.736381,44.731856,"MP/ Middle Paleolithic - Eurasia",115000,178000,"biostratigraphy (small mammal), U series (uranium-thorium) dating, biostratigraphy (large mammal), ESR (electron spin resonance) dating","6-5","-","-","-"
"Payre","Payre unit E human remains","Unit E1","France","collapsed cave",4.736381,44.731856,"MP/ Middle Paleolithic - Eurasia",118000,182000,"U series (uranium-thorium) dating, ESR (electron spin resonance) dating","6-5","-","-","-"
"Payre","Payre unit E human remains","Unit E2","France","collapsed cave",4.736381,44.731856,"MP/ Middle Paleolithic - Eurasia",118000,182000,"U series (uranium-thorium) dating, ESR (electron spin resonance) dating","6-5","-","-","-"
"Payre","Payre unit E human remains","Unit E3","France","collapsed cave",4.736381,44.731856,"MP/ Middle Paleolithic - Eurasia",118000,182000,"U series (uranium-thorium) dating, ESR (electron spin resonance) dating","6-5","-","-","-"
"Pech de l Azé I","Pech de l Azé I Level 4 Fauna","Layer 4","France","cave",1.253561,44.858531,"MP/ Mousterian of Acheulean Tradition",48800,53600,"OSL (optically stimulated thermoluminescence) dating","3","136","-","-"
"Pech de l Azé I","Pech de l Azé I Level 6 Fauna","Layer 6","France","cave",1.253561,44.858531,"MP/ Mousterian of Acheulean Tradition",36640,55700,"14C (radiocarbon) dating, ESR (electron spin resonance) dating, OSL (optically stimulated thermoluminescence) dating, U series (uranium-thorium) dating","3","430","-","-"
"Pech de l Azé I","Pech de l Azé I Level 7 Fauna","Layer 7","France","cave",1.253561,44.858531,"MP/ Mousterian of Acheulean Tradition",34000,58000,"ESR (electron spin resonance) dating, OSL (optically stimulated thermoluminescence) dating, U series (uranium-thorium) dating","3","338","2","-"
"Pech de l Azé II","Pech de l Azé II Layer 7 Fauna","Layer 7A","France","cave",1.252997,44.858736,"LP/ Acheulean - Europe",134000,162000,"ESR (electron spin resonance) dating, OSL (optically stimulated thermoluminescence) dating","-","","-","-"
"Pech de l Azé II","Pech de l Azé II Layer 6 Fauna","Layer 6","France","cave",1.252997,44.858736,"LP/ Acheulean - Europe",130000,162000,"ESR (electron spin resonance) dating","-","","-","-"
"Pech de l Azé II","Pech de l Azé II Layer 4D Fauna","Layer 4D","France","cave",1.252997,44.858736,"MP/ Mousterian - Eurasia",74800,112100,"ESR (electron spin resonance) dating, OSL (optically stimulated thermoluminescence) dating","-","","-","-"
"Pech de l Azé II","Pech de l Azé II Layer 4B Fauna","Layer 4B","France","cave",1.252997,44.858736,"MP/ Denticulate Mousterian",74800,95800,"ESR (electron spin resonance) dating, OSL (optically stimulated thermoluminescence) dating","-","","-","-"
"Pech de l Azé II","Pech de l Azé II Layer 4A1 Fauna","Layer 4A","France","cave",1.252997,44.858736,"MP/ Mousterian - Eurasia",53700,87000,"ESR (electron spin resonance) dating, OSL (optically stimulated thermoluminescence) dating","-","","-","-"
"Pech de l Azé II","Pech de l Azé II Layer 4A2 Fauna","Layer 4A","France","cave",1.252997,44.858736,"MP/ Mousterian - Eurasia",53700,87000,"ESR (electron spin resonance) dating, OSL (optically stimulated thermoluminescence) dating","-","","-","-"
"Pech de l Azé II","Pech de l Azé II Layer 3 Fauna","Layer 3","France","cave",1.252997,44.858736,"MP/ Mousterian - Eurasia",56000,72000,"ESR (electron spin resonance) dating, OSL (optically stimulated thermoluminescence) dating","-","","-","-"
"Pech de l Azé II","Pech de l Azé II Layer 2G3 Fauna","Layer 2G3","France","cave",1.252997,44.858736,"MP/ Mousterian - Eurasia",54000,65500,"ESR (electron spin resonance) dating, geology (based on position of layers)","-","","-","-"
"Pech de l Azé II","Pech de l Azé II Layer 2G1 Fauna","Layer 2G1","France","cave",1.252997,44.858736,"MP/ Mousterian - Eurasia",55100,69500,"ESR (electron spin resonance) dating, OSL (optically stimulated thermoluminescence) dating","-","","-","-"
"Pech de l Azé II","Pech de l Azé II Layer 2F to 1 Fauna","Layer 1","France","cave",1.252997,44.858736,"",0,59000,"geology (based on position of layers), stratigraphy","-","","-","-"
"Pech de l Azé II","Pech de l Azé II Layer 2F to 1 Fauna","Layer 2A","France","cave",1.252997,44.858736,"MP/ Mousterian - Eurasia",54000,59000,"ESR (electron spin resonance) dating","-","","-","-"
"Pech de l Azé II","Pech de l Azé II Layer 2F to 1 Fauna","Layer 2B","France","cave",1.252997,44.858736,"MP/ Mousterian - Eurasia",54000,59000,"ESR (electron spin resonance) dating","-","","-","-"
"Pech de l Azé II","Pech de l Azé II Layer 2F to 1 Fauna","Layer 2C","France","cave",1.252997,44.858736,"MP/ Mousterian - Eurasia",54000,59000,"ESR (electron spin resonance) dating","-","","-","-"
"Pech de l Azé II","Pech de l Azé II Layer 2F to 1 Fauna","Layer 2D","France","cave",1.252997,44.858736,"MP/ Mousterian - Eurasia",54000,59000,"ESR (electron spin resonance) dating","-","","-","-"
"Pech de l Azé II","Pech de l Azé II Layer 2F to 1 Fauna","Layer 2E","France","cave",1.252997,44.858736,"MP/ Mousterian - Eurasia",54000,59000,"ESR (electron spin resonance) dating","-","","-","-"
"Pech de l Azé II","Pech de l Azé II Layer 2F to 1 Fauna","Layer 2F","France","cave",1.252997,44.858736,"MP/ Mousterian - Eurasia",54000,59000,"ESR (electron spin resonance) dating","-","","-","-"
"Pech de l Azé II","Pech de l Azé II Layer 4C Fauna","Layer 4C","France","cave",1.252997,44.858736,"MP/ Mousterian - Eurasia",74800,95800,"ESR (electron spin resonance) dating, OSL (optically stimulated thermoluminescence) dating, stratigraphy","-","","-","-"
"Pech de l Azé II","Pech de l Azé II Layer 5 Fauna","Layer 5","France","cave",1.252997,44.858736,"",128000,146000,"ESR (electron spin resonance) dating","-","","-","-"
"Pego do Diabo","Level 2 Macromammal Fauna","Level 2","Portugal","cave",-9.219934,38.862988,"UP/ Aurignacian",20000,40000,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy, geology (based on position of layers), stratigraphy","3-2","1115","-","-"
"Pestera cu Oase","Pestera cu Oase, surface Fauna","Surface","Romania","cave",21.83358,45.016873,"",40000,50000,"U series (uranium-thorium) dating","-","","-","-"
"Pestera cu Oase","Pestera cu Oase, surface or Layer 1 Fauna","Surface","Romania","cave",21.83358,45.016873,"",40000,50000,"U series (uranium-thorium) dating","-","","-","-"
"Pilanduk Cave","Pilanduk Cave, Trench 3, Layer I, Fauna","Layer 2","Philippines","cave",118.0769702,9.2988771,"",16720,20550,"14C (radiocarbon) dating","-","214","-","-"
"Pilanduk Cave","Pilanduk Cave, Trench 3, Layer II, Fauna","Layer 2","Philippines","cave",118.0769702,9.2988771,"",16720,20550,"14C (radiocarbon) dating","-","343","2","-"
"Pilanduk Cave","Pilanduk Cave, Trench 3, Layer III, Fauna","Layer 2","Philippines","cave",118.0769702,9.2988771,"",16720,20550,"14C (radiocarbon) dating","-","329","1","-"
"Pilanduk Cave","Pilanduk Cave, Trench 3, Layer IV, Fauna","Layer 3","Philippines","cave",118.0769702,9.2988771,"",19410,20210,"14C (radiocarbon) dating","-","79","1","-"
"Pilanduk Cave","Pilanduk Cave, Layer I, Fauna","Layer 2","Philippines","cave",118.0769702,9.2988771,"",16720,20550,"14C (radiocarbon) dating","-","58","-","-"
"Pilanduk Cave","Pilanduk Cave, Layer II, Fauna","Layer 2","Philippines","cave",118.0769702,9.2988771,"",16720,20550,"14C (radiocarbon) dating","-","17","-","-"
"Pilanduk Cave","Pilanduk Cave, Layer III, Fauna","Layer 2","Philippines","cave",118.0769702,9.2988771,"",16720,20550,"14C (radiocarbon) dating","-","44","-","-"
"Pilanduk Cave","Pilanduk Cave, Layer IV, Fauna","Layer 3","Philippines","cave",118.0769702,9.2988771,"",19410,20210,"14C (radiocarbon) dating","-","12","-","-"
"Pod Hradem","Pod Hradem Layer 3 Micromammal Fauna","Pod Hradem Layer 3","Czech Republic","cave",16.722747,49.371706,"",24380,24820,"14C (radiocarbon) dating","3","41","39","-"
"Pod Hradem","Pod Hradem Layer 4 Micromammal Fauna","Pod Hradem Layer 4","Czech Republic","cave",16.722747,49.371706,"",24380,31710,"geology (based on position of layers)","3","14","14","-"
"Pod Hradem","Pod Hradem Layer 5 Micromammal Fauna","Pod Hradem Layer 5","Czech Republic","cave",16.722747,49.371706,"UP/ Aurignacian",30770,31710,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy","3","22","19","-"
"Pod Hradem","Pod Hradem Layer 5b Micromammal Fauna","Pod Hradem Layer 5","Czech Republic","cave",16.722747,49.371706,"UP/ Aurignacian",30770,31710,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy","3","10","9","-"
"Pod Hradem","Pod Hradem Layer 5b Macromammal Fauna","Pod Hradem Layer 5","Czech Republic","cave",16.722747,49.371706,"UP/ Aurignacian",30770,31710,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy","3","1","-","-"
"Pod Hradem","Pod Hradem Layer 5 Macromammal Fauna","Pod Hradem Layer 5","Czech Republic","cave",16.722747,49.371706,"UP/ Aurignacian",30770,31710,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy","3","1","-","-"
"Pod Hradem","Pod Hradem Layer 4 Macromammal Fauna","Pod Hradem Layer 4","Czech Republic","cave",16.722747,49.371706,"",24380,31710,"geology (based on position of layers)","3","3","-","-"
"Pod Hradem","Pod Hradem Layer 3 Macromammal Fauna","Pod Hradem Layer 3","Czech Republic","cave",16.722747,49.371706,"",24380,24820,"14C (radiocarbon) dating","3","3","-","-"
"Pod Hradem","Pod Hradem Layer 6 Micromammal Fauna","Pod Hradem Layer 6","Czech Republic","cave",16.722747,49.371706,"UP/ Early Upper Paleolithic - Eurasia",27850,43700,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy","3","3","3","-"
"Pod Hradem","Pod Hradem Layer 6 Macromammal Fauna","Pod Hradem Layer 6","Czech Republic","cave",16.722747,49.371706,"UP/ Early Upper Paleolithic - Eurasia",27850,43700,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy","3","2","-","-"
"Pod Hradem","Pod Hradem Layer 7 Micromammal Fauna","Pod Hradem Layer 7","Czech Republic","cave",16.722747,49.371706,"UP/ Early Upper Paleolithic - Eurasia",33580,37970,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy","3","7","6","-"
"Pod Hradem","Pod Hradem Layer 8 Micromammal Fauna","Pod Hradem Layer 8","Czech Republic","cave",16.722747,49.371706,"MP/ Middle Paleolithic - Eurasia",41000,45000,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy","3","2","2","-"
"Pod Hradem","Pod Hradem Layer 8 Macromammal Fauna","Pod Hradem Layer 8","Czech Republic","cave",16.722747,49.371706,"MP/ Middle Paleolithic - Eurasia",41000,45000,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy","3","2","-","-"
"Pod Hradem","Pod Hradem Layer 9 Macromammal Fauna","Pod Hradem Layer 9","Czech Republic","cave",16.722747,49.371706,"MP/ Middle Paleolithic - Eurasia",41000,47500,"archaeological (cultural) stratigraphy, geology (based on position of layers)","3","1","-","-"
"Pod Hradem","Pod Hradem Layer 9 Micromammal Fauna","Pod Hradem Layer 9","Czech Republic","cave",16.722747,49.371706,"MP/ Middle Paleolithic - Eurasia",41000,47500,"archaeological (cultural) stratigraphy, geology (based on position of layers)","3","1","1","-"
"Pod Hradem","Pod Hradem Layer 10 Micromammal Fauna","Pod Hradem Layer 10","Czech Republic","cave",16.722747,49.371706,"MP/ Middle Paleolithic - Eurasia",41100,47500,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy","3","1","1","-"
"Pod Hradem","Pod Hradem Layer 10 Macromammal Fauna","Pod Hradem Layer 10","Czech Republic","cave",16.722747,49.371706,"MP/ Middle Paleolithic - Eurasia",41100,47500,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy","3","1","-","-"
"Pod Hradem","Pod Hradem Layer 11 Macromammal Fauna","Pod Hradem Layer 11","Czech Republic","cave",16.722747,49.371706,"MP/ Middle Paleolithic - Eurasia",42600,48200,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy","3","2","-","-"
"Pod Hradem","Pod Hradem Layer 11 Micromammal Fauna","Pod Hradem Layer 11","Czech Republic","cave",16.722747,49.371706,"MP/ Middle Paleolithic - Eurasia",42600,48200,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy","3","2","2","-"
"Podzvonkaya - South-Eastern complex","Podzvonkaya - South-Eastern complex Level 2 Macromammal Fauna","Layer 2","Russia","open air",107.332163,50.208558,"",0,35180,"geology (based on position of layers)","-","27","-","-"
"Podzvonkaya - South-Eastern complex","Podzvonkaya - South-Eastern complex Level 3 Macromammal Fauna","Layer 3","Russia","open air",107.332163,50.208558,"",0,35180,"geology (based on position of layers)","-","36","-","-"
"Podzvonkaya - South-Eastern complex","Podzvonkaya - South-Eastern complex Level 4 Macromammal Fauna","Layer 4","Russia","open air",107.332163,50.208558,"UP/ Upper Paleolithic - Eurasia",34080,36280,"14C (radiocarbon) dating","-","96","-","-"
"Podzvonkaya - South-Eastern complex","Podzvonkaya - South-Eastern complex Level 5 Macromammal Fauna","Layer 5","Russia","open air",107.332163,50.208558,"UP/ Upper Paleolithic - Eurasia",35180,38200,"14C (radiocarbon) dating","-","161","-","-"
"Pogon","Cultural layer Macro-Mammal faunal assemblage","Layer 5","Ukraine","open air",33.30484,52.207745,"UP/ Upper Paleolithic - Eurasia",17920,25200,"14C (radiocarbon) dating","-","168","-","-"
"Poiana Ciresului","Epigravettian II assemblage Macromammal Fauna","Poiana Ciresului Unit 2","Romania","open air",26.328958,46.928454,"EP/ Epigravettian",11700,19000,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","9231","-","-"
"Pokrovka II","Pokrovka II Mass Collections Macromammal Fauna","Layer 1","Russia","river terrace",92.445739,55.330294,"",0,11700,"geology (based on position of layers)","-","","-","-"
"Pokrovka II","Pokrovka II Mass Collections Macromammal Fauna","Layer 2","Russia","river terrace",92.445739,55.330294,"",11700,27740,"geology (based on position of layers)","-","","-","-"
"Pokrovka II","Pokrovka II Mass Collections Macromammal Fauna","Layer 3","Russia","river terrace",92.445739,55.330294,"",11700,27740,"geology (based on position of layers)","-","","-","-"
"Pokrovka II","Pokrovka II Mass Collections Macromammal Fauna","Layer 4","Russia","river terrace",92.445739,55.330294,"UP/ Upper Paleolithic - Eurasia",27590,27890,"14C (radiocarbon) dating","-","","-","-"
"Pokrovka II","Pokrovka II Mass Collections Macromammal Fauna","Layer 5","Russia","river terrace",92.445739,55.330294,"",27590,43000,"geology (based on position of layers)","-","","-","-"
"Predmosti I Skalka","Fauna, loess deposit","Loess Deposit","Czech Republic","open air",17.43739,49.4679,"UP/ Gravettian",11780,35000,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy","-","","-","-"
"Predmosti II Hradisko","Fauna, Unit 3","Unit 3","Czech Republic","open air",17.437093,49.469426,"UP/ Gravettian",24720,25360,"geology (based on position of layers), macrobotanical remains, 14C (radiocarbon) dating","3-2","","-","-"
"Prolom II","Layer I Mammal Fauna","Horizon 1","Ukraine","collapsed cave",34.70667,45.09151,"",0,40000,"geology (based on position of layers)","-","2735","-","-"
"Prolom II","Layer I Mammal Fauna","Horizon 2","Ukraine","collapsed cave",34.70667,45.09151,"MP/ Micoquian",40000,130000,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","2735","-","-"
"Prolom II","Layer II Mammal Fauna","Horizon 3","Ukraine","collapsed cave",34.70667,45.09151,"",40000,130000,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","3268","-","-"
"Prolom II","Layer II Mammal Fauna","Horizon 4","Ukraine","collapsed cave",34.70667,45.09151,"MP/ Micoquian",40000,130000,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","3268","-","-"
"Prolom II","Layer III Mammal Fauna","Horizon 5","Ukraine","collapsed cave",34.70667,45.09151,"MP/ Micoquian",40000,130000,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","172","-","-"
"Prolom II","Layer III Mammal Fauna","Horizon 6","Ukraine","collapsed cave",34.70667,45.09151,"",40000,130000,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","172","-","-"
"Prolom II","Layer IV Mammal Fauna","Horizon 7","Ukraine","collapsed cave",34.70667,45.09151,"MP/ Micoquian",40000,130000,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","45","-","-"
"Punung","Punung Fauna","cave breccia","Indonesia","open air",111.0166667,-8.1333333,"",113000,143000,"OSL (optically stimulated thermoluminescence) dating, TL (thermoluminescence) dating","-","","-","-"
"Punung","Punung micromammals","cave breccia","Indonesia","open air",111.0166667,-8.1333333,"",113000,143000,"OSL (optically stimulated thermoluminescence) dating, TL (thermoluminescence) dating","-","","","-"
"Pushkari I","Cultural layer Macro-Mammal faunal assemblage","Layer 6","Ukraine","open air",33.304855,52.207765,"UP/ Upper Paleolithic - Eurasia",16170,22500,"14C (radiocarbon) dating","-","574","-","-"
"Qafzeh","Qafzeh, MP, Fauna","Layer 12-13","Israel","cave",35.3,32.6791667,"MP/ Middle Paleolithic - Levant",32100,126000,"geology (based on position of layers), stratigraphy","-","963","-","-"
"Qafzeh","Qafzeh, UP, Fauna","Layer 5","Israel","cave",35.3,32.6791667,"UP/ Upper Paleolithic - Levant",22000,28820,"archaeological (cultural) stratigraphy","-","358","-","-"
"Qafzeh","Qafzeh, UP, Fauna","Layer 6","Israel","cave",35.3,32.6791667,"UP/ Upper Paleolithic - Levant",22000,28820,"archaeological (cultural) stratigraphy","-","358","-","-"
"Qafzeh","Qafzeh, UP, Fauna","Layer 7","Israel","cave",35.3,32.6791667,"UP/ Upper Paleolithic - Levant",22000,28820,"archaeological (cultural) stratigraphy","-","358","-","-"
"Qafzeh","Qafzeh, UP, Fauna","Layer 8","Israel","cave",35.3,32.6791667,"UP/ Upper Paleolithic - Levant",26170,28820,"14C (radiocarbon) dating","-","358","-","-"
"Qafzeh","Qafzeh, UP, Fauna","Layer 9","Israel","cave",35.3,32.6791667,"UP/ Upper Paleolithic - Levant",27700,29450,"14C (radiocarbon) dating","-","358","-","-"
"Qafzeh","Qafzeh, XV-XXV, micromammals","Layer XIX","Israel","cave",35.3,32.6791667,"MP/ Mousterian - Levant",83000,130000,"ESR (electron spin resonance) dating, TL (thermoluminescence) dating","-","","","-"
"Qafzeh","Qafzeh, XV-XXV, micromammals","Layer XV","Israel","cave",35.3,32.6791667,"MP/ Mousterian - Levant",83000,130000,"ESR (electron spin resonance) dating","-","","","-"
"Qafzeh","Qafzeh, XV-XXV, micromammals","Layer XVI","Israel","cave",35.3,32.6791667,"MP/ Mousterian - Levant",83000,130000,"geology (based on position of layers)","-","","","-"
"Qafzeh","Qafzeh, XV-XXV, micromammals","Layer XVII","Israel","cave",35.3,32.6791667,"MP/ Mousterian - Levant",83000,130000,"ESR (electron spin resonance) dating, TL (thermoluminescence) dating","-","","","-"
"Qafzeh","Qafzeh, XV-XXV, micromammals","Layer XVIII","Israel","cave",35.3,32.6791667,"MP/ Mousterian - Levant",83000,130000,"ESR (electron spin resonance) dating, TL (thermoluminescence) dating","-","","","-"
"Qafzeh","Qafzeh, XV-XXV, micromammals","Layer XX","Israel","cave",35.3,32.6791667,"MP/ Mousterian - Levant",83000,130000,"stratigraphy","-","","","-"
"Qafzeh","Qafzeh, XV-XXV, micromammals","Layer XXI","Israel","cave",35.3,32.6791667,"MP/ Mousterian - Levant",83000,130000,"ESR (electron spin resonance) dating, TL (thermoluminescence) dating","-","","","-"
"Qafzeh","Qafzeh, XV-XXV, micromammals","Layer XXII","Israel","cave",35.3,32.6791667,"MP/ Mousterian - Levant",83000,130000,"ESR (electron spin resonance) dating, stratigraphy","-","","","-"
"Qafzeh","Qafzeh, XV-XXV, micromammals","Layer XXIII","Israel","cave",35.3,32.6791667,"MP/ Mousterian - Levant",87300,130000,"ESR (electron spin resonance) dating, stratigraphy","-","","","-"
"Qafzeh","Qafzeh, XV-XXV, micromammals","Layer XXIV","Israel","cave",35.3,32.6791667,"MP/ Mousterian - Levant",87300,130000,"geology (based on position of layers), stratigraphy","-","","","-"
"Qafzeh","Qafzeh, XV-XXII, micromammals","Layer XIX","Israel","cave",35.3,32.6791667,"MP/ Mousterian - Levant",83000,130000,"ESR (electron spin resonance) dating, TL (thermoluminescence) dating","-","","","-"
"Qafzeh","Qafzeh, XV-XXII, micromammals","Layer XV","Israel","cave",35.3,32.6791667,"MP/ Mousterian - Levant",83000,130000,"ESR (electron spin resonance) dating","-","","","-"
"Qafzeh","Qafzeh, XV-XXII, micromammals","Layer XVI","Israel","cave",35.3,32.6791667,"MP/ Mousterian - Levant",83000,130000,"geology (based on position of layers)","-","","","-"
"Qafzeh","Qafzeh, XV-XXII, micromammals","Layer XVII","Israel","cave",35.3,32.6791667,"MP/ Mousterian - Levant",83000,130000,"ESR (electron spin resonance) dating, TL (thermoluminescence) dating","-","","","-"
"Qafzeh","Qafzeh, XV-XXII, micromammals","Layer XVIII","Israel","cave",35.3,32.6791667,"MP/ Mousterian - Levant",83000,130000,"ESR (electron spin resonance) dating, TL (thermoluminescence) dating","-","","","-"
"Qafzeh","Qafzeh, XV-XXII, micromammals","Layer XX","Israel","cave",35.3,32.6791667,"MP/ Mousterian - Levant",83000,130000,"stratigraphy","-","","","-"
"Qafzeh","Qafzeh, XV-XXII, micromammals","Layer XXI","Israel","cave",35.3,32.6791667,"MP/ Mousterian - Levant",83000,130000,"ESR (electron spin resonance) dating, TL (thermoluminescence) dating","-","","","-"
"Qafzeh","Qafzeh, XV-XXII, micromammals","Layer XXII","Israel","cave",35.3,32.6791667,"MP/ Mousterian - Levant",83000,130000,"ESR (electron spin resonance) dating, stratigraphy","-","","","-"
"Qingliu","Qingliu","Layer 1","China","cave",117.05,26.033333,"",0,126000,"biostratigraphy (large mammal)","-","","","-"
"Qingliu","Qingliu","Layer 2","China","cave",117.05,26.033333,"",0,126000,"biostratigraphy (large mammal)","-","","","-"
"Quneitra","Quneitra, Fauna","Unit 3","Israel","open air",35.816278,33.128351,"MP/ Mousterian - Levant",48000,59800,"ESR (electron spin resonance) dating","3","99","-","-"
"Quwo","Quwo fauna Layer 02","Layer 02","China","river terrace",111.45,35.733333,"MP/UP Late Pleistocene - E Asia",50000,50000,"U series (uranium-thorium) dating","-","","-","-"
"Rabutz","Rabutz Upper Rabutzer Clay Deposit Fauna","Upper Rabutzer Clay Deposit","Germany","open air",12.163852,51.441353,"MP/ Middle Paleolithic - Eurasia",115000,126000,"geology (based on position of layers), macrobotanical remains","5e","","","-"
