Locality;Country;Continent;Subcontinent;Locality_type;X;Y;Assemblage_name;Assemblage_id;Assemblage_category;Age_MIN;Age_MAX;Geolayer;Archaeological_category;Archaeological_culture;Technocomplex;Lithic_piece_number
Resnik;Croatia;Europe;Southern Europe;open air;16.313;43.539;Resnik Mousterian assemblage;1;raw material, technology, typology;40000;350000;Resnik unit 01;typology, technology;Middle Paleolithic;Mousterian - Eurasia;109
Rheindahlen;Germany;Europe;Central Europe;open air;6.368;51.14;Rheindahlen Archaeological Assemblage A3;3;raw material, typology, technology;11780;115000;Loess Loam;typology, technology;Middle Paleolithic;Mousterian of Acheulean Tradition;85
Rheindahlen;Germany;Europe;Central Europe;open air;6.368;51.14;Rheindahlen Archaeological Assemblage B1;4;raw material, typology, technology;115000#115000;126000#126000;2. Bt-Horizon#Al-Horizon;typology, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;10668
Rio Secco;Italy;Europe;Southern Europe;cave;12.88;46.24;Rio Secco Unit BIO1 layer 5;4;organic tools, raw material, technology, typology;50070;60000;Unit BIO1 layer 5;organic tools, typology, technology;Middle Paleolithic;Mousterian - Eurasia;42
Rio Secco;Italy;Europe;Southern Europe;cave;12.88;46.24;Rio Secco Unit BIO1 layer 8;5;organic tools, raw material, technology, typology;50070;60000;Unit BIO1 layer 8;organic tools, technology, typology;Middle Paleolithic;Mousterian - Eurasia;29
Riparo Tagliente;Italy;Europe;Southern Europe;cave;11.001;45.541;Riparo Tagliente Unit 36-37 finds;2;technology, typology;42000;70000;Unit 36-37;technology, typology;Middle Paleolithic;Mousterian - Eurasia;870
Riparo Tagliente;Italy;Europe;Southern Europe;cave;11.001;45.541;Riparo Tagliente Unit 39-46 finds;3;technology, typology;42000;70000;Unit 39-46;typology, technology;Middle Paleolithic;Mousterian - Eurasia;1052
Riparo Tagliente;Italy;Europe;Southern Europe;cave;11.001;45.541;Riparo Tagliente Unit 48-52 finds;4;technology, typology;42000;70000;Unit 48-52;typology, technology;Middle Paleolithic;Mousterian - Eurasia;468
Riparo del Poggio;Italy;Europe;Southern Europe;hill slope;15.387;39.998;Riparo del Poggio Layer 10-9 Archaeological Assemblage;1;raw material, technology, typology;40300;120800;Unit 10;typology, technology;Middle Paleolithic;Mousterian - Eurasia;28021
Riparo del Poggio;Italy;Europe;Southern Europe;hill slope;15.387;39.998;Riparo del Poggio Layer 11 Archaeological Assemblage;2;raw material, technology, typology;40300;120800;Unit 11;technology, typology;Middle Paleolithic;Mousterian - Eurasia;2982
Riparo del Poggio;Italy;Europe;Southern Europe;hill slope;15.387;39.998;Riparo del Poggio Layer 12 Archaeological Assemblage;3;raw material, technology, typology;40300;120800;Unit 12;typology, technology;Middle Paleolithic;Mousterian - Eurasia;230
Riparo del Poggio;Italy;Europe;Southern Europe;hill slope;15.387;39.998;Riparo del Poggio Layer 15-13 Archaeological Assemblage;4;raw material, technology, typology;40300#40300#40300;120800#120800#120800;Unit 13#Unit 14#Unit 15;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;289
Riparo del Poggio;Italy;Europe;Southern Europe;hill slope;15.387;39.998;Riparo del Poggio Layer 16 Archaeological Assemblage;5;raw material, technology, typology;40300;120800;Unit 16;typology, technology;Middle Paleolithic;Mousterian - Eurasia;271
Riparo del Poggio;Italy;Europe;Southern Europe;hill slope;15.387;39.998;Riparo del Poggio Layer 17 Archaeological Assemblage;6;raw material, technology, typology;102800;120800;Unit 17;typology, technology;Middle Paleolithic;Mousterian - Eurasia;203
Riparo del Poggio;Italy;Europe;Southern Europe;hill slope;15.387;39.998;Riparo del Poggio Layer 18C-G Archaeological Assemblage;7;raw material, technology, typology;126000;191000;Unit 18;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;643
Riparo del Poggio;Italy;Europe;Southern Europe;hill slope;15.387;39.998;Riparo del Poggio Layer 18H-L Archaeological Assemblage;8;raw material, technology, typology;126000;191000;Unit 18;typology, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;360
Roc de Combe-Capelle;France;Europe;Western Europe;rock shelter;0.85;44.753;Niveau 1 (Breuil);4;organic tools, typology;30000;70000;Unit 1 (Breuil);organic tools, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;-1
Roc de Marsal;France;Europe;Western Europe;cave;0.976;44.902;Roc de Marsal Layer XII Archaeological Assemblage;1;raw material, technology, typology;36400;67800;Layer 2;technology, typology;Middle Paleolithic;Mousterian - Eurasia;-1
Roc de Marsal;France;Europe;Western Europe;cave;0.976;44.902;Roc de Marsal Layer XI Archaeological Assemblage;2;raw material, technology, typology;36400;67800;Layer 2;technology, typology;Middle Paleolithic;Mousterian - Eurasia;-1
Roc de Marsal;France;Europe;Western Europe;cave;0.976;44.902;Roc de Marsal Layer X Archaeological Assemblage;3;raw material, technology, typology;36400;67800;Layer 3;technology, typology;Middle Paleolithic;Mousterian - Eurasia;-1
Roc de Marsal;France;Europe;Western Europe;cave;0.976;44.902;Roc de Marsal Layer IX Archaeological Assemblage;4;raw material, technology, typology;36400;67800;Layer 4;typology, technology;Middle Paleolithic;Mousterian - Eurasia;-1
Roc de Marsal;France;Europe;Western Europe;cave;0.976;44.902;Roc de Marsal Layer VIII Archaeological Assemblage;5;raw material, technology, typology;36400;67800;Layer 4;typology, technology;Middle Paleolithic;Mousterian - Eurasia;-1
Roc de Marsal;France;Europe;Western Europe;cave;0.976;44.902;Roc de Marsal Layer III Archaeological Assemblage;6;raw material, technology, typology;46900;81200;Layer 8;technology, typology;Middle Paleolithic;Mousterian - Eurasia;4021
Roc de Marsal;France;Europe;Western Europe;cave;0.976;44.902;Roc de Marsal Layer 7 Archaeological Assemblage;7;feature;46900;81200;Layer 7;feature;Middle Paleolithic;Mousterian - Eurasia;0
Roc de Marsal;France;Europe;Western Europe;cave;0.976;44.902;Roc de Marsal Layer 9 Archaeological Assemblage;8;feature;46900;81200;Layer 9;feature;Middle Paleolithic;Mousterian - Eurasia;0
Roc de Marsal;France;Europe;Western Europe;cave;0.976;44.902;Roc de Marsal Neanderthal Burial;9;feature;46900;81200;Layer 5;feature;Middle Paleolithic;Mousterian - Eurasia;0
Romanelli;Italy;Europe;Southern Europe;cave;18.25;40;Romanelli Unit G lithics;1;raw material, technology, typology;80000;90000;Unit G;technology, typology;Middle Paleolithic;Mousterian - Eurasia;871
Romanesti-Dumbravita;Romania;Europe;Southern Europe;open air;22.314;45.812;Romanesti-Dumbravita Layer I finds;7;raw material, technology, typology;45000;60000;Layer I;technology, typology;Middle Paleolithic;Mousterian - Eurasia;48
Rörshain;Germany;Europe;Central Europe;open air;9.257;50.934;Rörshain AH I assemblage;1;raw material, technology, typology;40000;130000;Rörshain layer E;typology, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;30000
Saint-Colomban;France;Europe;Western Europe;open air;-3.097;47.565;Middle Paleolithic;1;raw material, technology, typology;14000#14000;116500#116500;Unit 3#Unit 4;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;84
Sainte-Anne I;France;Europe;Western Europe;cave;3.836;45.071;Sainte-Anne I Layer J1 Archaeological Assemblage;1;raw material, technology, typology;126000;190000;Unit J1;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;4151
Sants Croce;Italy;Europe;Southern Europe;cave;16.469;41.177;Santa Croce Layer 535 finds;1;technology, typology;55000;70000;Layer 535;technology, typology;Middle Paleolithic;Mousterian - Eurasia;830
Sants Croce;Italy;Europe;Southern Europe;cave;16.469;41.177;Santa Croce Layer 546 finds;2;technology, typology;55000;70000;Layer 546;typology, technology;Middle Paleolithic;Mousterian - Eurasia;786
Sants Croce;Italy;Europe;Southern Europe;cave;16.469;41.177;Santa Croce Layer 535-546 function;3;function;55000#55000;70000#70000;Layer 535#Layer 546;function;Middle Paleolithic;Mousterian - Eurasia;60
Sants Croce;Italy;Europe;Southern Europe;cave;16.469;41.177;Santa Croce Unit 4 finds;4;technology, typology;55000;70000;Unit 4;technology, typology;Middle Paleolithic;Mousterian - Eurasia;103
Sarstedt;Germany;Europe;Central Europe;gravel pit;9.829;52.237;Sarstedt field collection assemblage;1;raw material, technology, typology;40000#40000;350000#350000;Sarstedt layer 2#Sarstedt layer 3;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;9
Schafstall I;Germany;Europe;Central Europe;rock shelter;9.212;48.177;Exc. 2016 AH 2 assemblage;4;raw material, technology, typology;38514;350000;GH 2;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;2
Schalkholz;Germany;Europe;Central Europe;quarry;9.271;54.242;Schalkholz MP assemblage;1;raw material, technology, typology;90000;100000;Schalkholz II;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;11
Schweinskopf Karmelenberg;Germany;Europe;Central Europe;open air;7.427;50.348;Schweinskopf Karmelenberg Archaeological Layer 4 Archaeological Assemblage;1;raw material, typology, technology;126000#126000#126000#126000;150000#150000#150000#150000;Banded Gley#Gley#Lapilli Sands#Pseudogley;typology, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;658
Scladina;Belgium;Europe;Western Europe;cave;5.025;50.484;Scladina Unit 5 Archaeological Assemblage;30;organic tools, raw material, technology, typology;71000;126000;unit 5;organic tools, technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;14069
Serra Cicora;Italy;Europe;Southern Europe;cave;17.56;40.3;Serra Cicora Unit B-C finds;1;miscellaneous finds, organic tools;70000#70000;100000#100000;Unit B#Unit C;miscellaneous finds, organic tools;Middle Paleolithic;Mousterian - Eurasia;-1
Serra Cicora;Italy;Europe;Southern Europe;cave;17.56;40.3;Serra Cicora Unit D-E finds;2;miscellaneous finds;70000#70000;100000#100000;Unit D#Unit E;miscellaneous finds;Middle Paleolithic;Mousterian - Eurasia;-1
Serra Cicora;Italy;Europe;Southern Europe;cave;17.56;40.3;Serra Cicora Unit F finds;3;miscellaneous finds;70000;100000;Unit F;miscellaneous finds;Middle Paleolithic;Mousterian - Eurasia;-1
Serra Cicora;Italy;Europe;Southern Europe;cave;17.56;40.3;Serra Cicora Unit B-F lithics;4;raw material, typology;70000#70000#70000#70000#70000;100000#100000#100000#100000#100000;Unit B#Unit C#Unit D#Unit E#Unit F;typology;Middle Paleolithic;Mousterian - Eurasia;1084
Sesselfelsgrotte;Germany;Europe;Central Europe;rock shelter;11.79;48.935;Sesselfelsgrotte G-A09 assemblage;10;function, raw material, technology, typology;45710;72800;Sesselfelsgrotte GH G4;function, technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;5967
Sesselfelsgrotte;Germany;Europe;Central Europe;rock shelter;11.79;48.935;Sesselfelsgrotte G-A10 assemblage;11;feature, function, raw material, technology, typology;45710;72800;Sesselfelsgrotte GH G4a;typology, function, feature, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;4287
Sesselfelsgrotte;Germany;Europe;Central Europe;rock shelter;11.79;48.935;Sesselfelsgrotte G-A11 assemblage;12;feature, raw material, technology, typology;47000;72800;Sesselfelsgrotte GH G5;typology, feature, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;3771
Sesselfelsgrotte;Germany;Europe;Central Europe;rock shelter;11.79;48.935;Sesselfelsgrotte G-A12 assemblage;13;raw material, technology, typology;47000;72800;Sesselfelsgrotte GH H;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;1743
Sesselfelsgrotte;Germany;Europe;Central Europe;rock shelter;11.79;48.935;Sesselfelsgrotte G-A13 assemblage;14;raw material, technology, typology;47000;78800;Sesselfelsgrotte GH I;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;224
Sesselfelsgrotte;Germany;Europe;Central Europe;rock shelter;11.79;48.935;Sesselfelsgrotte AH M1 assemblage;16;feature, raw material, technology, typology;62400;78800;Sesselfelsgrotte GH M1;typology, technology, feature;Middle Paleolithic;Middle Paleolithic - Eurasia;616
Sesselfelsgrotte;Germany;Europe;Central Europe;rock shelter;11.79;48.935;Sesselfelsgrotte AH M2 assemblage;17;feature, raw material, technology, typology;55900;98600;Sesselfelsgrotte GH M2;technology, typology, feature;Middle Paleolithic;Middle Paleolithic - Eurasia;863
Sesselfelsgrotte;Germany;Europe;Central Europe;rock shelter;11.79;48.935;Sesselfelsgrotte AH M3 assemblage;18;feature, raw material, technology, typology;55000;98600;Sesselfelsgrotte GH M3;technology, typology, feature;Middle Paleolithic;Middle Paleolithic - Eurasia;1122
Sesselfelsgrotte;Germany;Europe;Central Europe;rock shelter;11.79;48.935;Sesselfelsgrotte AH N assemblage;19;raw material, technology, typology;98000;350000;Sesselfelsgrotte GH N;typology, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;691
Sesselfelsgrotte;Germany;Europe;Central Europe;rock shelter;11.79;48.935;Sesselfelsgrotte G-A01 assemblage;2;feature, function, organic tools, raw material, technology, typology;39080;62500;Sesselfelsgrotte GH G1;function, typology, feature, technology, organic tools;Middle Paleolithic;Middle Paleolithic - Eurasia;17540
Sesselfelsgrotte;Germany;Europe;Central Europe;rock shelter;11.79;48.935;Sesselfelsgrotte AH O assemblage;20;raw material, technology, typology;98000;350000;Sesselfelsgrotte GH O;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;1771
Sesselfelsgrotte;Germany;Europe;Central Europe;rock shelter;11.79;48.935;Sesselfelsgrotte AH O-Unten assemblage;21;feature, raw material, technology, typology;98000;350000;Sesselfelsgrotte GH O-Unten;feature, technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;790
Sesselfelsgrotte;Germany;Europe;Central Europe;rock shelter;11.79;48.935;Sesselfelsgrotte AH P assemblage;22;feature, raw material, technology, typology;98000;350000;Sesselfelsgrotte GH P;feature, typology, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;1602
Sesselfelsgrotte;Germany;Europe;Central Europe;rock shelter;11.79;48.935;Sesselfelsgrotte AH Q/R-West assemblage;23;feature, raw material, technology, typology;98000#98000;350000#350000;Sesselfelsgrotte GH Q#Sesselfelsgrotte GH R-West;typology, feature, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;1602
Sesselfelsgrotte;Germany;Europe;Central Europe;rock shelter;11.79;48.935;Sesselfelsgrotte AH R/1-West assemblage;24;feature, organic tools, raw material, technology, typology;98000#98000;350000#350000;Sesselfelsgrotte GH 1-West#Sesselfelsgrotte GH R;feature, typology, technology, organic tools;Middle Paleolithic;Middle Paleolithic - Eurasia;633
Sesselfelsgrotte;Germany;Europe;Central Europe;rock shelter;11.79;48.935;Sesselfelsgrotte AH S/2-West assemblage;25;feature, raw material, technology, typology;98000#98000;350000#350000;Sesselfelsgrotte GH 2-West#Sesselfelsgrotte GH S;technology, typology, feature;Middle Paleolithic;Middle Paleolithic - Eurasia;156
Sesselfelsgrotte;Germany;Europe;Central Europe;rock shelter;11.79;48.935;Sesselfelsgrotte AH 3-West assemblage;26;raw material, technology, typology;98000;350000;Sesselfelsgrotte GH 3-West;typology, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;10
Sesselfelsgrotte;Germany;Europe;Central Europe;rock shelter;11.79;48.935;Sesselfelsgrotte G-A02 assemblage;3;feature, function, raw material, technology, typology;39080#39080;62500#62500;Sesselfelsgrotte GH G1#Sesselfelsgrotte GH G2;function, typology, feature, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;6146
Sesselfelsgrotte;Germany;Europe;Central Europe;rock shelter;11.79;48.935;Sesselfelsgrotte G-A03 assemblage;4;function, raw material, technology, typology;39080#39080;62500#62500;Sesselfelsgrotte GH G1#Sesselfelsgrotte GH G2;typology, function, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;4236
Sesselfelsgrotte;Germany;Europe;Central Europe;rock shelter;11.79;48.935;Sesselfelsgrotte G-A04 assemblage;5;function, raw material, technology, typology;39080;62500;Sesselfelsgrotte GH G2;function, technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;3162
Sesselfelsgrotte;Germany;Europe;Central Europe;rock shelter;11.79;48.935;Sesselfelsgrotte G-A05 assemblage;6;function, raw material, technology, typology;39080;62500;Sesselfelsgrotte GH G2;function, typology, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;7646
Sesselfelsgrotte;Germany;Europe;Central Europe;rock shelter;11.79;48.935;Sesselfelsgrotte G-A06 assemblage;7;feature, function, raw material, technology, typology;39080;62500;Sesselfelsgrotte GH G2;feature, function, technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;12869
Sesselfelsgrotte;Germany;Europe;Central Europe;rock shelter;11.79;48.935;Sesselfelsgrotte G-A07 assemblage;8;raw material, technology, typology;39080;72800;Sesselfelsgrotte GH G3;typology, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;3857
Sesselfelsgrotte;Germany;Europe;Central Europe;rock shelter;11.79;48.935;Sesselfelsgrotte G-A08 assemblage;9;feature, function, raw material, technology, typology;45710;72800;Sesselfelsgrotte GH G4;technology, typology, function, feature;Middle Paleolithic;Middle Paleolithic - Eurasia;8039
Shaitan-Koba;Ukraine;Europe;Eastern Europe;cave;34.006;44.811;Archaeological complex A1 assemblage;1;raw material, technology, typology;40000;100000;Lithological layer 1;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;114
Shaitan-Koba;Ukraine;Europe;Eastern Europe;cave;34.006;44.811;Archaeological complex A2 assemblage;2;raw material, technology, typology;40000;100000;Lithological layer 2;typology, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;3
Shaitan-Koba;Ukraine;Europe;Eastern Europe;cave;34.006;44.811;Archaeological complex A3 assemblage;3;raw material, technology, typology;40000;100000;Lithological layer 3;typology, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;19
Shaitan-Koba;Ukraine;Europe;Eastern Europe;cave;34.006;44.811;Archaeological complex B assemblage;4;raw material, technology, typology;40000;100000;Lithological layer 4;typology, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;1497
Shaitan-Koba;Ukraine;Europe;Eastern Europe;cave;34.006;44.811;Archaeological complex C assemblage;5;raw material, technology, typology;40000;100000;Lithological layer 5;typology, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;548
Shaitan-Koba;Ukraine;Europe;Eastern Europe;cave;34.006;44.811;Archaeological complex D assemblage;6;raw material, technology, typology;40000;100000;Lithological layer 6;typology, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;1930
Shaitan-Koba;Ukraine;Europe;Eastern Europe;cave;34.006;44.811;Archaeological complex E assemblage;7;raw material, technology, typology;40000;100000;Lithological layer 7;typology, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;1074
Shaitan-Koba;Ukraine;Europe;Eastern Europe;cave;34.006;44.811;Archaeological complex F assemblage;8;raw material, technology, typology;40000;100000;Lithological layer 8;typology, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;2204
Shaitan-Koba;Ukraine;Europe;Eastern Europe;cave;34.006;44.811;Archaeological complex G assemblage;9;raw material, technology, typology;40000;100000;Lithological layer 8;typology, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;1836
Sint-Geertruid-De Kaap;Netherlands;Europe;Western Europe;open air;5.765;50.796;s5007;1;raw material, typology;40000;150000;s5007;typology;Middle Paleolithic;Middle Paleolithic - Eurasia;1
Sint-Geertruid-De Kaap;Netherlands;Europe;Western Europe;open air;5.765;50.796;s5008;2;raw material, typology;40000;350000;s5008;typology;Middle Paleolithic;Middle Paleolithic - Eurasia;2
Sipka;Czech Republic;Europe;Central Europe;cave;18.119;49.588;Sipka MP assmblage;7;feature, human remains, raw material, technology, typology;71000#71000#71000;85000#100000#100000;layer 8#layer 6#layer 7;technology, typology, feature;Middle Paleolithic;Middle Paleolithic - Eurasia;568
Stajnia Cave;Poland;Europe;Central Europe;cave;19.484;50.616;Stajnia Cave MP assemblage;2;human remains, raw material, technology, typology;49000#49000;71000#87000;Stajnia Cave layer E1#Stajnia Cave layer E2;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;479
Starosele;Ukraine;Europe;Eastern Europe;cave;33.935;44.753;Cultural layers I-IV archaeological assemblage;1;function, organic tools, raw material, technology, typology;95500;112500;Layer F;function, organic tools, typology, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;12023
Steinmühle bei Veltheim;Germany;Europe;Central Europe;quarry;10.705;52.038;Travertine Archaeological Assemblage;1;raw material, technology, typology;115000;126000;Travertine;typology, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;50
Stuttgart-Untertürkheim;Germany;Europe;Central Europe;open air;9.245;48.791;Lower Travertine Calcified Tree Stump 1 Archaeological Assemblage;1;raw material, technology, typology;116000;130000;Lower Travertine;technology, typology;Middle Paleolithic;Mousterian - Eurasia;18
Stuttgart-Untertürkheim;Germany;Europe;Central Europe;open air;9.245;48.791;Lower Travertine Calcified Tree Stump S3 Archaeological Assemblage;2;raw material, technology, typology;116000;130000;Lower Travertine;technology, typology;Middle Paleolithic;Mousterian - Eurasia;22
Stuttgart-Untertürkheim;Germany;Europe;Central Europe;open air;9.245;48.791;Lower Travertine Calcified Tree Stump S4 Archaeological Assemblage;3;raw material, technology, typology;116000;130000;Lower Travertine;technology, typology;Middle Paleolithic;Mousterian - Eurasia;5
Stuttgart-Untertürkheim;Germany;Europe;Central Europe;open air;9.245;48.791;Lower Travertine Lower Cultural Layer Archaeological Assemblage;4;raw material, technology, typology;116000;130000;Lower Travertine;typology, technology;Middle Paleolithic;Mousterian - Eurasia;12
Stuttgart-Untertürkheim;Germany;Europe;Central Europe;open air;9.245;48.791;Lower Travertine Main Cultural Layer Archaeological Assemblage;5;raw material, technology, typology;116000;130000;Lower Travertine;typology, technology;Middle Paleolithic;Mousterian - Eurasia;158
Stuttgart-Untertürkheim;Germany;Europe;Central Europe;open air;9.245;48.791;Lower Travertine Layer Beneath Steppennagerschicht Archaeological Assemblage;6;raw material, technology, typology;116000;130000;Lower Travertine;technology, typology;Middle Paleolithic;Mousterian - Eurasia;24
Stuttgart-Untertürkheim;Germany;Europe;Central Europe;open air;9.245;48.791;Steppennagerschicht Hyena Foodyard Archaeological Assemblage;7;raw material, technology, typology;109000;115000;Steppennagerschicht;technology, typology;Middle Paleolithic;Mousterian - Eurasia;81
Stuttgart-Untertürkheim;Germany;Europe;Central Europe;open air;9.245;48.791;Upper Travertine Archaeological Assemblages;8;raw material, technology, typology;93000;109000;Upper Travertine;technology, typology;Middle Paleolithic;Mousterian - Eurasia;18
Stuttgart-Untertürkheim;Germany;Europe;Central Europe;open air;9.245;48.791;Biedermann Cave Archaeological Assemblage;9;organic tools, raw material, technology, typology;93000;109000;Upper Travertine;organic tools, technology, typology;Middle Paleolithic;Mousterian - Eurasia;14
Subalyuk;Hungary;Europe;Central Europe;cave;20.531;47.963;Layer 1 assemblage;12;raw material, technology, typology;40000;123000;Layer 1;technology, typology;Middle Paleolithic;Mousterian - Eurasia;26
Subalyuk;Hungary;Europe;Central Europe;cave;20.531;47.963;Layer 3 assemblage;13;raw material, technology, typology;40000;96000;Layer 3;technology, typology;Middle Paleolithic;Mousterian - Eurasia;920
Subalyuk;Hungary;Europe;Central Europe;cave;20.531;47.963;Layer 4 assemblage;14;raw material, technology, typology;40000;87000;Layer 4;typology, technology;Middle Paleolithic;Mousterian - Eurasia;25
Subalyuk;Hungary;Europe;Central Europe;cave;20.531;47.963;Layer 5 assemblage;15;raw material, technology, typology;40000;82000;Layer 5;typology, technology;Middle Paleolithic;Mousterian - Eurasia;105
Subalyuk;Hungary;Europe;Central Europe;cave;20.531;47.963;Layer 6 assemblage;16;raw material, technology, typology;40000;82000;Layer 6;technology, typology;Middle Paleolithic;Mousterian - Eurasia;122
Subalyuk;Hungary;Europe;Central Europe;cave;20.531;47.963;Layer 7 assemblage;17;raw material, technology, typology;40000;71000;Layer 7;technology, typology;Middle Paleolithic;Mousterian - Eurasia;105
Subalyuk;Hungary;Europe;Central Europe;cave;20.531;47.963;Layer 8 assemblage;18;raw material, technology, typology;40000;71000;Layer 8;typology, technology;Middle Paleolithic;Mousterian - Eurasia;7
Subalyuk;Hungary;Europe;Central Europe;cave;20.531;47.963;Layer 9 assemblage;19;raw material, technology, typology;40000;71000;Layer 9;technology, typology;Middle Paleolithic;Mousterian - Eurasia;22
Subalyuk;Hungary;Europe;Central Europe;cave;20.531;47.963;Layer 10 assemblage;20;raw material, technology, typology;40000;71000;Layer 10;typology, technology;Middle Paleolithic;Mousterian - Eurasia;258
Subalyuk;Hungary;Europe;Central Europe;cave;20.531;47.963;Layer 12 assemblage;22;raw material, technology, typology;40000;71000;Layer 12;typology, technology;Middle Paleolithic;Mousterian - Eurasia;7
Subalyuk;Hungary;Europe;Central Europe;cave;20.531;47.963;Layer 13 assemblage;23;raw material, technology, typology;40000;71000;Layer 13;technology, typology;Middle Paleolithic;Mousterian - Eurasia;10
Sveduv Stul;Czech Republic;Europe;Central Europe;cave;16.748;49.246;Sveduv Stul Mousterian 1 assemblage;12;feature, raw material, technology, typology;80000;127000;layer 2;technology, feature, typology;Middle Paleolithic;Mousterian - Eurasia;3
Sveduv Stul;Czech Republic;Europe;Central Europe;cave;16.748;49.246;Sveduv Stul Mousterian 2 assemblage;13;feature, raw material, technology, typology;71000;85000;layer 5;typology, feature, technology;Middle Paleolithic;Mousterian - Eurasia;33
Szeleta Cave;Hungary;Europe;Central Europe;cave;20.631;48.108;MP layer 2 assemblage;10;raw material, technology, typology;41900;75000;Layer 2;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;57
Szeleta Cave;Hungary;Europe;Central Europe;cave;20.631;48.108;Early Szeletian layer 3 assemblage;6;feature, raw material, technology, typology;41700;75000;Layer 3;feature, technology, typology;Middle Paleolithic;Szeletian;560
Szeleta Cave;Hungary;Europe;Central Europe;cave;20.631;48.108;Early Szeletian layer 4 assemblage;7;raw material, technology, typology;40000;75000;Layer 4;typology, technology;Middle Paleolithic;Szeletian;255
Szeleta Cave;Hungary;Europe;Central Europe;cave;20.631;48.108;Developed Szeletian layer 5 assemblage;8;raw material, technology, typology;40000;75000;Layer 5;typology, technology;Middle Paleolithic;Szeletian;59
Szeleta Cave;Hungary;Europe;Central Europe;cave;20.631;48.108;Developed Szeletian layer 6 assemblage;9;feature, raw material, technology, typology;40000;75000;Layer 6;technology, typology, feature;Middle Paleolithic;Szeletian;391
Tata;Hungary;Europe;Central Europe;open air;18.32;47.642;Tata MP assemblage;1;feature, function, miscellaneous finds, organic tools, raw material, symbolic artifacts, technology, typology;70000;99500;Tata Layer 2;function, miscellaneous finds, feature, technology, typology, organic tools, symbolic artifacts;Middle Paleolithic;Middle Paleolithic - Eurasia;22325
Taubach;Germany;Europe;Central Europe;open air;11.378;50.951;Taubach Lower Humic Sand Archaeological Assemblage;1;raw material, typology, technology;116000;126000;Unit 9;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;32
Taubach;Germany;Europe;Central Europe;open air;11.378;50.951;Taubach Bone Sands Archaeological Assemblage;2;animal remains, raw material, typology, technology, feature;101000;126000;Unit 17;feature, technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;947
Teixoneres;Spain;Europe;Southern Europe;cave;2.151;41.807;Unit IIIb_archeology;35;organic tools, raw material, technology, typology;44000;90000;UnitIIIb;organic tools, technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;445
Teixoneres;Spain;Europe;Southern Europe;cave;2.151;41.807;Unit IIIa_archeology;36;raw material, technology, typology;44000;90000;UnitIIIa;typology, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;156
Temnata;Bulgaria;Europe;Southern Europe;cave;23.385;43.09;Temnata level MP XII assemblage;41;raw material, technology, typology;55000;70000;Layer 11;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;112
